time,team,site,odds
2020-12-27 13:23:16.552404,New York Giants,betrivers,8.5
2020-12-27 13:23:16.552406,New York Giants,draftkings,8.5
2020-12-27 13:23:16.552408,New York Giants,williamhill_us,4.6
2020-12-27 13:23:16.552410,New York Giants,betmgm,7.0
2020-12-27 13:23:16.552412,New York Giants,pointsbetus,10.0
2020-12-27 13:23:16.552415,New York Giants,gtbets,7.09
2020-12-27 13:23:16.552417,New York Giants,bookmaker,5.44
2020-12-27 13:23:16.552418,New York Giants,mybookieag,4.45
2020-12-27 13:23:16.552422,Cleveland Browns,betfair,1.27
2020-12-27 13:23:16.552425,Cleveland Browns,fanduel,1.26
2020-12-27 13:23:16.552427,Cleveland Browns,sugarhouse,1.24
2020-12-27 13:23:16.552429,Cleveland Browns,betrivers,1.24
2020-12-27 13:23:16.552431,Cleveland Browns,draftkings,1.24
2020-12-27 13:23:16.552434,Cleveland Browns,unibet,1.24
2020-12-27 13:23:16.552436,Cleveland Browns,bookmaker,1.37
2020-12-27 13:23:16.552438,Cleveland Browns,mybookieag,1.32
2020-12-27 13:23:16.552440,Cleveland Browns,gtbets,1.22
2020-12-27 13:23:16.552442,Cleveland Browns,pointsbetus,1.26
2020-12-27 13:23:16.552444,Cleveland Browns,williamhill_us,1.33
2020-12-27 13:23:16.552446,Cleveland Browns,betmgm,1.22
2020-12-27 13:23:16.552448,Cleveland Browns,caesars,1.28
2020-12-27 13:23:16.552451,New York Jets,betfair,4.0
2020-12-27 13:23:16.552453,New York Jets,fanduel,3.9
2020-12-27 13:23:16.552454,New York Jets,sugarhouse,4.0
2020-12-27 13:23:16.552455,New York Jets,betrivers,4.0
2020-12-27 13:23:16.552457,New York Jets,draftkings,4.0
2020-12-27 13:23:16.552458,New York Jets,unibet,4.0
2020-12-27 13:23:16.552460,New York Jets,bookmaker,3.02
2020-12-27 13:23:16.552461,New York Jets,mybookieag,3.1
2020-12-27 13:23:16.552462,New York Jets,gtbets,4.0
2020-12-27 13:23:16.552464,New York Jets,pointsbetus,4.0
2020-12-27 13:23:16.552465,New York Jets,williamhill_us,3.5
2020-12-27 13:23:16.552467,New York Jets,betmgm,4.0
2020-12-27 13:23:16.552469,New York Jets,caesars,3.45
2020-12-27 13:23:16.552475,Cincinnati Bengals,fanduel,1.87
2020-12-27 13:23:16.552478,Cincinnati Bengals,betfair,2.1
2020-12-27 13:23:16.552480,Cincinnati Bengals,sugarhouse,1.93
2020-12-27 13:23:16.552483,Cincinnati Bengals,draftkings,1.83
2020-12-27 13:23:16.552486,Cincinnati Bengals,betrivers,1.93
2020-12-27 13:23:16.552489,Cincinnati Bengals,unibet,1.93
2020-12-27 13:23:16.552494,Cincinnati Bengals,caesars,1.91
2020-12-27 13:23:16.552522,Cincinnati Bengals,williamhill_us,3.8
2020-12-27 13:23:16.552529,Cincinnati Bengals,betmgm,1.87
2020-12-27 13:23:16.552531,Cincinnati Bengals,pointsbetus,2.1
2020-12-27 13:23:16.552532,Cincinnati Bengals,gtbets,1.76
2020-12-27 13:23:16.552534,Cincinnati Bengals,bookmaker,2.78
2020-12-27 13:23:16.552535,Cincinnati Bengals,mybookieag,3.8
2020-12-27 13:23:16.552538,Houston Texans,fanduel,1.95
2020-12-27 13:23:16.552539,Houston Texans,betfair,1.84
2020-12-27 13:23:16.552541,Houston Texans,sugarhouse,1.85
2020-12-27 13:23:16.552542,Houston Texans,draftkings,1.96
2020-12-27 13:23:16.552544,Houston Texans,betrivers,1.85
2020-12-27 13:23:16.552545,Houston Texans,unibet,1.85
2020-12-27 13:23:16.552547,Houston Texans,caesars,1.83
2020-12-27 13:23:16.552548,Houston Texans,williamhill_us,1.29
2020-12-27 13:23:16.552549,Houston Texans,betmgm,1.95
2020-12-27 13:23:16.552551,Houston Texans,pointsbetus,1.77
2020-12-27 13:23:16.552552,Houston Texans,gtbets,1.99
2020-12-27 13:23:16.552553,Houston Texans,bookmaker,1.43
2020-12-27 13:23:16.552557,Houston Texans,mybookieag,1.28
2020-12-27 13:23:16.552561,Indianapolis Colts,betfair,1.37
2020-12-27 13:23:16.552563,Indianapolis Colts,fanduel,1.43
2020-12-27 13:23:16.552566,Indianapolis Colts,bookmaker,1.59
2020-12-27 13:23:16.552568,Indianapolis Colts,pointsbetus,1.3
2020-12-27 13:23:16.552570,Indianapolis Colts,mybookieag,1.5
2020-12-27 13:23:16.552572,Indianapolis Colts,unibet,1.44
2020-12-27 13:23:16.552574,Indianapolis Colts,sugarhouse,1.43
2020-12-27 13:23:16.552576,Indianapolis Colts,draftkings,1.43
2020-12-27 13:23:16.552578,Indianapolis Colts,betrivers,1.43
2020-12-27 13:23:16.552579,Indianapolis Colts,gtbets,1.4
2020-12-27 13:23:16.552581,Indianapolis Colts,williamhill_us,1.91
2020-12-27 13:23:16.552583,Indianapolis Colts,betmgm,1.4
2020-12-27 13:23:16.552584,Pittsburgh Steelers,betfair,3.15
2020-12-27 13:23:16.552586,Pittsburgh Steelers,fanduel,2.9
2020-12-27 13:23:16.552587,Pittsburgh Steelers,bookmaker,2.31
2020-12-27 13:23:16.552588,Pittsburgh Steelers,pointsbetus,2.95
2020-12-27 13:23:16.552590,Pittsburgh Steelers,mybookieag,2.4
2020-12-27 13:23:16.552591,Pittsburgh Steelers,unibet,2.75
2020-12-27 13:23:16.552593,Pittsburgh Steelers,sugarhouse,2.75
2020-12-27 13:23:16.552594,Pittsburgh Steelers,draftkings,2.75
2020-12-27 13:23:16.552595,Pittsburgh Steelers,betrivers,2.75
2020-12-27 13:23:16.552597,Pittsburgh Steelers,gtbets,2.79
2020-12-27 13:23:16.552598,Pittsburgh Steelers,williamhill_us,1.91
2020-12-27 13:23:16.552600,Pittsburgh Steelers,betmgm,3.0
2020-12-27 13:23:16.552845,Denver Broncos,betonlineag,2.12
2020-12-27 13:23:16.552847,Denver Broncos,fanduel,2.16
2020-12-27 13:23:16.552849,Denver Broncos,lowvig,2.12
2020-12-27 13:23:16.552850,Denver Broncos,williamhill_us,2.15
2020-12-27 13:23:16.552851,Denver Broncos,bookmaker,2.2
2020-12-27 13:23:16.552853,Denver Broncos,betfair,2.22
2020-12-27 13:23:16.552854,Denver Broncos,betmgm,2.2
2020-12-27 13:23:16.552855,Denver Broncos,gtbets,2.15
2020-12-27 13:23:16.552857,Denver Broncos,sugarhouse,2.2
2020-12-27 13:23:16.552858,Denver Broncos,unibet,2.2
2020-12-27 13:23:16.552859,Denver Broncos,betrivers,2.2
2020-12-27 13:23:16.552861,Denver Broncos,draftkings,2.2
2020-12-27 13:23:16.552862,Denver Broncos,mybookieag,2.2
2020-12-27 13:23:16.552863,Denver Broncos,bovada,2.2
2020-12-27 13:23:16.552865,Denver Broncos,pointsbetus,2.15
2020-12-27 13:23:16.552866,Denver Broncos,intertops,2.15
2020-12-27 13:23:16.552867,Denver Broncos,caesars,2.2
2020-12-27 13:23:16.552869,Los Angeles Chargers,betonlineag,1.75
2020-12-27 13:23:16.552870,Los Angeles Chargers,fanduel,1.74
2020-12-27 13:23:16.552872,Los Angeles Chargers,lowvig,1.76
2020-12-27 13:23:16.552873,Los Angeles Chargers,williamhill_us,1.74
2020-12-27 13:23:16.552874,Los Angeles Chargers,bookmaker,1.71
2020-12-27 13:23:16.552876,Los Angeles Chargers,betfair,1.8
2020-12-27 13:23:16.552878,Los Angeles Chargers,betmgm,1.71
2020-12-27 13:23:16.552879,Los Angeles Chargers,gtbets,1.74
2020-12-27 13:23:16.552881,Los Angeles Chargers,sugarhouse,1.72
2020-12-27 13:23:16.552882,Los Angeles Chargers,unibet,1.72
2020-12-27 13:23:16.552884,Los Angeles Chargers,betrivers,1.72
2020-12-27 13:23:16.552885,Los Angeles Chargers,draftkings,1.72
2020-12-27 13:23:16.552887,Los Angeles Chargers,mybookieag,1.71
2020-12-27 13:23:16.552888,Los Angeles Chargers,bovada,1.71
2020-12-27 13:23:16.552889,Los Angeles Chargers,pointsbetus,1.74
2020-12-27 13:23:16.552891,Los Angeles Chargers,intertops,1.74
2020-12-27 13:23:16.552892,Los Angeles Chargers,caesars,1.71
2020-12-27 13:23:16.552894,Carolina Panthers,williamhill_us,1.83
2020-12-27 13:23:16.552896,Carolina Panthers,lowvig,1.83
2020-12-27 13:23:16.552897,Carolina Panthers,betonlineag,1.82
2020-12-27 13:23:16.552899,Carolina Panthers,fanduel,1.83
2020-12-27 13:23:16.552900,Carolina Panthers,caesars,1.83
2020-12-27 13:23:16.552902,Carolina Panthers,betfair,1.93
2020-12-27 13:23:16.552903,Carolina Panthers,unibet,1.89
2020-12-27 13:23:16.552905,Carolina Panthers,betrivers,1.88
2020-12-27 13:23:16.552906,Carolina Panthers,sugarhouse,1.88
2020-12-27 13:23:16.552907,Carolina Panthers,draftkings,1.88
2020-12-27 13:23:16.552909,Carolina Panthers,betmgm,1.91
2020-12-27 13:23:16.552910,Carolina Panthers,pointsbetus,1.83
2020-12-27 13:23:16.552912,Carolina Panthers,gtbets,1.83
2020-12-27 13:23:16.552913,Carolina Panthers,bovada,1.83
2020-12-27 13:23:16.552914,Carolina Panthers,bookmaker,1.8
2020-12-27 13:23:16.552916,Carolina Panthers,intertops,1.8
2020-12-27 13:23:16.552917,Carolina Panthers,mybookieag,1.83
2020-12-27 13:23:16.552919,Washington Football Team,williamhill_us,2.0
2020-12-27 13:23:16.552921,Washington Football Team,lowvig,2.01
2020-12-27 13:23:16.552922,Washington Football Team,betonlineag,2.0
2020-12-27 13:23:16.552923,Washington Football Team,fanduel,2.02
2020-12-27 13:23:16.552925,Washington Football Team,caesars,2.0
2020-12-27 13:23:16.552926,Washington Football Team,betfair,2.06
2020-12-27 13:23:16.552927,Washington Football Team,unibet,1.98
2020-12-27 13:23:16.552929,Washington Football Team,betrivers,1.97
2020-12-27 13:23:16.552930,Washington Football Team,sugarhouse,1.97
2020-12-27 13:23:16.552931,Washington Football Team,draftkings,1.97
2020-12-27 13:23:16.552933,Washington Football Team,betmgm,1.95
2020-12-27 13:23:16.552934,Washington Football Team,pointsbetus,2.0
2020-12-27 13:23:16.552936,Washington Football Team,gtbets,2.0
2020-12-27 13:23:16.552937,Washington Football Team,bovada,2.0
2020-12-27 13:23:16.552938,Washington Football Team,bookmaker,2.05
2020-12-27 13:23:16.552940,Washington Football Team,intertops,2.05
2020-12-27 13:23:16.552941,Washington Football Team,mybookieag,2.0
2020-12-27 13:23:16.552943,Los Angeles Rams,fanduel,2.02
2020-12-27 13:23:16.552945,Los Angeles Rams,williamhill_us,2.05
2020-12-27 13:23:16.552946,Los Angeles Rams,bookmaker,2.07
2020-12-27 13:23:16.552947,Los Angeles Rams,betfair,2.12
2020-12-27 13:23:16.552949,Los Angeles Rams,gtbets,2.05
2020-12-27 13:23:16.552950,Los Angeles Rams,betrivers,2.04
2020-12-27 13:23:16.552951,Los Angeles Rams,sugarhouse,2.04
2020-12-27 13:23:16.552953,Los Angeles Rams,unibet,2.04
2020-12-27 13:23:16.552954,Los Angeles Rams,draftkings,2.04
2020-12-27 13:23:16.552956,Los Angeles Rams,mybookieag,2.05
2020-12-27 13:23:16.552957,Los Angeles Rams,betmgm,2.0
2020-12-27 13:23:16.552959,Los Angeles Rams,bovada,2.0
2020-12-27 13:23:16.552960,Los Angeles Rams,pointsbetus,2.05
2020-12-27 13:23:16.552962,Los Angeles Rams,intertops,2.05
2020-12-27 13:23:16.552964,Los Angeles Rams,caesars,2.0
2020-12-27 13:23:16.552966,Seattle Seahawks,fanduel,1.83
2020-12-27 13:23:16.552967,Seattle Seahawks,williamhill_us,1.8
2020-12-27 13:23:16.552969,Seattle Seahawks,bookmaker,1.79
2020-12-27 13:23:16.552970,Seattle Seahawks,betfair,1.88
2020-12-27 13:23:16.552971,Seattle Seahawks,gtbets,1.8
2020-12-27 13:23:16.552973,Seattle Seahawks,betrivers,1.83
2020-12-27 13:23:16.552974,Seattle Seahawks,sugarhouse,1.83
2020-12-27 13:23:16.552975,Seattle Seahawks,unibet,1.84
2020-12-27 13:23:16.552977,Seattle Seahawks,draftkings,1.83
2020-12-27 13:23:16.552978,Seattle Seahawks,mybookieag,1.8
2020-12-27 13:23:16.552980,Seattle Seahawks,betmgm,1.87
2020-12-27 13:23:16.552981,Seattle Seahawks,bovada,1.83
2020-12-27 13:23:16.552983,Seattle Seahawks,pointsbetus,1.8
2020-12-27 13:23:16.552984,Seattle Seahawks,intertops,1.8
2020-12-27 13:23:16.552985,Seattle Seahawks,caesars,1.83
2020-12-27 13:23:16.552987,Dallas Cowboys,williamhill_us,2.55
2020-12-27 13:23:16.552989,Dallas Cowboys,fanduel,2.44
2020-12-27 13:23:16.552990,Dallas Cowboys,bookmaker,2.55
2020-12-27 13:23:16.552992,Dallas Cowboys,betonlineag,2.52
2020-12-27 13:23:16.552993,Dallas Cowboys,lowvig,2.53
2020-12-27 13:23:16.552994,Dallas Cowboys,betfair,2.54
2020-12-27 13:23:16.552996,Dallas Cowboys,gtbets,2.55
2020-12-27 13:23:16.552997,Dallas Cowboys,betrivers,2.43
2020-12-27 13:23:16.552999,Dallas Cowboys,draftkings,2.43
2020-12-27 13:23:16.553000,Dallas Cowboys,sugarhouse,2.43
2020-12-27 13:23:16.553001,Dallas Cowboys,unibet,2.43
2020-12-27 13:23:16.553003,Dallas Cowboys,mybookieag,2.4
2020-12-27 13:23:16.553004,Dallas Cowboys,bovada,2.55
2020-12-27 13:23:16.553006,Dallas Cowboys,betmgm,2.35
2020-12-27 13:23:16.553007,Dallas Cowboys,pointsbetus,2.5
2020-12-27 13:23:16.553008,Dallas Cowboys,intertops,2.45
2020-12-27 13:23:16.553010,Philadelphia Eagles,williamhill_us,1.57
2020-12-27 13:23:16.553011,Philadelphia Eagles,fanduel,1.58
2020-12-27 13:23:16.553013,Philadelphia Eagles,bookmaker,1.56
2020-12-27 13:23:16.553014,Philadelphia Eagles,betonlineag,1.57
2020-12-27 13:23:16.553016,Philadelphia Eagles,lowvig,1.58
2020-12-27 13:23:16.553017,Philadelphia Eagles,betfair,1.64
2020-12-27 13:23:16.553018,Philadelphia Eagles,gtbets,1.56
2020-12-27 13:23:16.553020,Philadelphia Eagles,betrivers,1.61
2020-12-27 13:23:16.553021,Philadelphia Eagles,draftkings,1.61
2020-12-27 13:23:16.553023,Philadelphia Eagles,sugarhouse,1.61
2020-12-27 13:23:16.553025,Philadelphia Eagles,unibet,1.61
2020-12-27 13:23:16.553026,Philadelphia Eagles,mybookieag,1.59
2020-12-27 13:23:16.553028,Philadelphia Eagles,bovada,1.57
2020-12-27 13:23:16.553029,Philadelphia Eagles,betmgm,1.62
2020-12-27 13:23:16.553031,Philadelphia Eagles,pointsbetus,1.56
2020-12-27 13:23:16.553032,Philadelphia Eagles,intertops,1.61
2020-12-27 13:23:16.553034,Green Bay Packers,williamhill_us,1.57
2020-12-27 13:23:16.553036,Green Bay Packers,betonlineag,1.59
2020-12-27 13:23:16.553037,Green Bay Packers,lowvig,1.59
2020-12-27 13:23:16.553039,Green Bay Packers,fanduel,1.57
2020-12-27 13:23:16.553040,Green Bay Packers,bookmaker,1.59
2020-12-27 13:23:16.553042,Green Bay Packers,betfair,1.63
2020-12-27 13:23:16.553046,Green Bay Packers,gtbets,1.56
2020-12-27 13:23:16.553047,Green Bay Packers,unibet,1.58
2020-12-27 13:23:16.553048,Green Bay Packers,sugarhouse,1.57
2020-12-27 13:23:16.553050,Green Bay Packers,betrivers,1.57
2020-12-27 13:23:16.553051,Green Bay Packers,draftkings,1.57
2020-12-27 13:23:16.553053,Green Bay Packers,mybookieag,1.61
2020-12-27 13:23:16.553054,Green Bay Packers,bovada,1.57
2020-12-27 13:23:16.553056,Green Bay Packers,betmgm,1.62
2020-12-27 13:23:16.553057,Green Bay Packers,pointsbetus,1.56
2020-12-27 13:23:16.553058,Green Bay Packers,intertops,1.57
2020-12-27 13:23:16.553060,Tennessee Titans,williamhill_us,2.55
2020-12-27 13:23:16.553062,Tennessee Titans,betonlineag,2.48
2020-12-27 13:23:16.553063,Tennessee Titans,lowvig,2.48
2020-12-27 13:23:16.553064,Tennessee Titans,fanduel,2.46
2020-12-27 13:23:16.553066,Tennessee Titans,bookmaker,2.48
2020-12-27 13:23:16.553067,Tennessee Titans,betfair,2.58
2020-12-27 13:23:16.553068,Tennessee Titans,gtbets,2.55
2020-12-27 13:23:16.553070,Tennessee Titans,unibet,2.5
2020-12-27 13:23:16.553071,Tennessee Titans,sugarhouse,2.5
2020-12-27 13:23:16.553072,Tennessee Titans,betrivers,2.5
2020-12-27 13:23:16.553074,Tennessee Titans,draftkings,2.5
2020-12-27 13:23:16.553075,Tennessee Titans,mybookieag,2.35
2020-12-27 13:23:16.553077,Tennessee Titans,bovada,2.55
2020-12-27 13:23:16.553078,Tennessee Titans,betmgm,2.35
2020-12-27 13:23:16.553080,Tennessee Titans,pointsbetus,2.5
2020-12-27 13:23:16.553081,Tennessee Titans,intertops,2.55
2020-12-27 13:23:16.553083,Buffalo Bills,williamhill_us,1.31
2020-12-27 13:23:16.553084,Buffalo Bills,bookmaker,1.31
2020-12-27 13:23:16.553085,Buffalo Bills,caesars,1.31
2020-12-27 13:23:16.553087,Buffalo Bills,betonlineag,1.32
2020-12-27 13:23:16.553089,Buffalo Bills,lowvig,1.32
2020-12-27 13:23:16.553090,Buffalo Bills,bovada,1.3
2020-12-27 13:23:16.553092,Buffalo Bills,betfair,1.33
2020-12-27 13:23:16.553093,Buffalo Bills,gtbets,1.31
2020-12-27 13:23:16.553095,Buffalo Bills,betrivers,1.33
2020-12-27 13:23:16.553096,Buffalo Bills,sugarhouse,1.33
2020-12-27 13:23:16.553097,Buffalo Bills,draftkings,1.33
2020-12-27 13:23:16.553099,Buffalo Bills,unibet,1.33
2020-12-27 13:23:16.553100,Buffalo Bills,mybookieag,1.29
2020-12-27 13:23:16.553102,Buffalo Bills,betmgm,1.29
2020-12-27 13:23:16.553103,Buffalo Bills,pointsbetus,1.31
2020-12-27 13:23:16.553104,Buffalo Bills,fanduel,1.31
2020-12-27 13:23:16.553106,Buffalo Bills,intertops,1.31
2020-12-27 13:23:16.553107,New England Patriots,williamhill_us,3.6
2020-12-27 13:23:16.553109,New England Patriots,bookmaker,3.63
2020-12-27 13:23:16.553110,New England Patriots,caesars,3.6
2020-12-27 13:23:16.553112,New England Patriots,betonlineag,3.6
2020-12-27 13:23:16.553113,New England Patriots,lowvig,3.6
2020-12-27 13:23:16.553114,New England Patriots,bovada,3.65
2020-12-27 13:23:16.553116,New England Patriots,betfair,3.9
2020-12-27 13:23:16.553117,New England Patriots,gtbets,3.6
2020-12-27 13:23:16.553118,New England Patriots,betrivers,3.55
2020-12-27 13:23:16.553120,New England Patriots,sugarhouse,3.55
2020-12-27 13:23:16.553121,New England Patriots,draftkings,3.55
2020-12-27 13:23:16.553123,New England Patriots,unibet,3.55
2020-12-27 13:23:16.553124,New England Patriots,mybookieag,3.7
2020-12-27 13:23:16.553126,New England Patriots,betmgm,3.7
2020-12-27 13:23:16.553127,New England Patriots,pointsbetus,3.5
2020-12-27 13:23:16.553128,New England Patriots,fanduel,3.6
2020-12-27 13:23:16.553130,New England Patriots,intertops,3.6
2020-12-27 13:31:30.833009,Chicago Bears,fanduel,1.09
2020-12-27 13:31:30.833018,Chicago Bears,williamhill_us,1.2
2020-12-27 13:31:30.833020,Chicago Bears,bookmaker,1.21
2020-12-27 13:31:30.833021,Chicago Bears,caesars,1.12
2020-12-27 13:31:30.833022,Chicago Bears,betfair,1.13
2020-12-27 13:31:30.833024,Chicago Bears,unibet,1.06
2020-12-27 13:31:30.833025,Chicago Bears,sugarhouse,1.06
2020-12-27 13:31:30.833026,Chicago Bears,betrivers,1.06
2020-12-27 13:31:30.833028,Chicago Bears,draftkings,1.06
2020-12-27 13:31:30.833029,Chicago Bears,gtbets,1.08
2020-12-27 13:31:30.833031,Chicago Bears,betmgm,1.09
2020-12-27 13:31:30.833032,Chicago Bears,mybookieag,1.27
2020-12-27 13:31:30.833033,Chicago Bears,pointsbetus,1.1
2020-12-27 13:31:30.833035,Jacksonville Jaguars,fanduel,7.5
2020-12-27 13:31:30.833036,Jacksonville Jaguars,williamhill_us,5.0
2020-12-27 13:31:30.833038,Jacksonville Jaguars,bookmaker,4.23
2020-12-27 13:31:30.833039,Jacksonville Jaguars,caesars,6.1
2020-12-27 13:31:30.833040,Jacksonville Jaguars,betfair,7.2
2020-12-27 13:31:30.833041,Jacksonville Jaguars,unibet,8.5
2020-12-27 13:31:30.833042,Jacksonville Jaguars,sugarhouse,9.0
2020-12-27 13:31:30.833044,Jacksonville Jaguars,betrivers,8.5
2020-12-27 13:31:30.833045,Jacksonville Jaguars,draftkings,9.0
2020-12-27 13:31:30.833046,Jacksonville Jaguars,gtbets,6.61
2020-12-27 13:31:30.833047,Jacksonville Jaguars,betmgm,7.5
2020-12-27 13:31:30.833048,Jacksonville Jaguars,mybookieag,3.29
2020-12-27 13:31:30.833050,Jacksonville Jaguars,pointsbetus,7.8
2020-12-27 13:31:30.833053,Atlanta Falcons,williamhill_us,5.5
2020-12-27 13:31:30.833054,Atlanta Falcons,fanduel,4.9
2020-12-27 13:31:30.833056,Atlanta Falcons,bookmaker,5.26
2020-12-27 13:31:30.833057,Atlanta Falcons,caesars,5.6
2020-12-27 13:31:30.833059,Atlanta Falcons,betfair,5.7
2020-12-27 13:31:30.833060,Atlanta Falcons,unibet,5.4
2020-12-27 13:31:30.833062,Atlanta Falcons,sugarhouse,4.8
2020-12-27 13:31:30.833063,Atlanta Falcons,betrivers,5.4
2020-12-27 13:31:30.833064,Atlanta Falcons,draftkings,4.8
2020-12-27 13:31:30.833066,Atlanta Falcons,gtbets,4.81
2020-12-27 13:31:30.833067,Atlanta Falcons,betmgm,4.75
2020-12-27 13:31:30.833069,Atlanta Falcons,mybookieag,4.4
2020-12-27 13:31:30.833071,Atlanta Falcons,pointsbetus,6.5
2020-12-27 13:31:30.833072,Kansas City Chiefs,williamhill_us,1.17
2020-12-27 13:31:30.833073,Kansas City Chiefs,fanduel,1.18
2020-12-27 13:31:30.833075,Kansas City Chiefs,bookmaker,1.18
2020-12-27 13:31:30.833076,Kansas City Chiefs,caesars,1.14
2020-12-27 13:31:30.833077,Kansas City Chiefs,betfair,1.15
2020-12-27 13:31:30.833079,Kansas City Chiefs,unibet,1.14
2020-12-27 13:31:30.833080,Kansas City Chiefs,sugarhouse,1.17
2020-12-27 13:31:30.833082,Kansas City Chiefs,betrivers,1.14
2020-12-27 13:31:30.833084,Kansas City Chiefs,draftkings,1.17
2020-12-27 13:31:30.833085,Kansas City Chiefs,gtbets,1.16
2020-12-27 13:31:30.833086,Kansas City Chiefs,betmgm,1.18
2020-12-27 13:31:30.833088,Kansas City Chiefs,mybookieag,1.18
2020-12-27 13:31:30.833089,Kansas City Chiefs,pointsbetus,1.13
2020-12-27 13:31:30.833091,Baltimore Ravens,betfair,1.03
2020-12-27 13:31:30.833093,Baltimore Ravens,fanduel,1.02
2020-12-27 13:31:30.833094,Baltimore Ravens,williamhill_us,1.23
2020-12-27 13:31:30.833095,Baltimore Ravens,betmgm,1.01
2020-12-27 13:31:30.833097,Baltimore Ravens,pointsbetus,1.03
2020-12-27 13:31:30.833098,Baltimore Ravens,gtbets,1.08
2020-12-27 13:31:30.833099,Baltimore Ravens,bookmaker,1.14
2020-12-27 13:31:30.833101,Baltimore Ravens,mybookieag,1.18
2020-12-27 13:31:30.833103,New York Giants,betfair,15.0
2020-12-27 13:31:30.833104,New York Giants,fanduel,14.0
2020-12-27 13:31:30.833105,New York Giants,williamhill_us,4.6
2020-12-27 13:31:30.833107,New York Giants,betmgm,21.0
2020-12-27 13:31:30.833108,New York Giants,pointsbetus,16.5
2020-12-27 13:31:30.833109,New York Giants,gtbets,7.09
2020-12-27 13:31:30.833110,New York Giants,bookmaker,5.44
2020-12-27 13:31:30.833112,New York Giants,mybookieag,4.45
2020-12-27 13:31:30.833114,Cleveland Browns,betfair,1.26
2020-12-27 13:31:30.833115,Cleveland Browns,fanduel,1.36
2020-12-27 13:31:30.833117,Cleveland Browns,sugarhouse,1.3
2020-12-27 13:31:30.833118,Cleveland Browns,betrivers,1.34
2020-12-27 13:31:30.833120,Cleveland Browns,draftkings,1.3
2020-12-27 13:31:30.833123,Cleveland Browns,unibet,1.34
2020-12-27 13:31:30.833124,Cleveland Browns,bookmaker,1.37
2020-12-27 13:31:30.833125,Cleveland Browns,mybookieag,1.32
2020-12-27 13:31:30.833127,Cleveland Browns,gtbets,1.32
2020-12-27 13:31:30.833128,Cleveland Browns,pointsbetus,1.32
2020-12-27 13:31:30.833129,Cleveland Browns,williamhill_us,1.33
2020-12-27 13:31:30.833131,Cleveland Browns,betmgm,1.29
2020-12-27 13:31:30.833132,Cleveland Browns,caesars,1.3
2020-12-27 13:31:30.833133,New York Jets,betfair,4.3
2020-12-27 13:31:30.833135,New York Jets,fanduel,3.2
2020-12-27 13:31:30.833136,New York Jets,sugarhouse,3.45
2020-12-27 13:31:30.833137,New York Jets,betrivers,3.25
2020-12-27 13:31:30.833139,New York Jets,draftkings,3.45
2020-12-27 13:31:30.833140,New York Jets,unibet,3.25
2020-12-27 13:31:30.833141,New York Jets,bookmaker,3.02
2020-12-27 13:31:30.833143,New York Jets,mybookieag,3.1
2020-12-27 13:31:30.833144,New York Jets,gtbets,3.19
2020-12-27 13:31:30.833145,New York Jets,pointsbetus,3.45
2020-12-27 13:31:30.833147,New York Jets,williamhill_us,3.5
2020-12-27 13:31:30.833148,New York Jets,betmgm,3.3
2020-12-27 13:31:30.833149,New York Jets,caesars,3.3
2020-12-27 13:31:30.833151,Cincinnati Bengals,fanduel,2.18
2020-12-27 13:31:30.833152,Cincinnati Bengals,betfair,2.28
2020-12-27 13:31:30.833154,Cincinnati Bengals,sugarhouse,2.04
2020-12-27 13:31:30.833155,Cincinnati Bengals,draftkings,2.06
2020-12-27 13:31:30.833157,Cincinnati Bengals,betrivers,2.08
2020-12-27 13:31:30.833159,Cincinnati Bengals,unibet,2.08
2020-12-27 13:31:30.833160,Cincinnati Bengals,caesars,2.1
2020-12-27 13:31:30.833161,Cincinnati Bengals,williamhill_us,3.8
2020-12-27 13:31:30.833163,Cincinnati Bengals,betmgm,2.15
2020-12-27 13:31:30.833164,Cincinnati Bengals,pointsbetus,2.55
2020-12-27 13:31:30.833166,Cincinnati Bengals,gtbets,2.39
2020-12-27 13:31:30.833167,Cincinnati Bengals,bookmaker,2.78
2020-12-27 13:31:30.833169,Houston Texans,fanduel,1.69
2020-12-27 13:31:30.833170,Houston Texans,betfair,1.5
2020-12-27 13:31:30.833172,Houston Texans,sugarhouse,1.76
2020-12-27 13:31:30.833173,Houston Texans,draftkings,1.75
2020-12-27 13:31:30.833174,Houston Texans,betrivers,1.73
2020-12-27 13:31:30.833175,Houston Texans,unibet,1.73
2020-12-27 13:31:30.833177,Houston Texans,caesars,1.71
2020-12-27 13:31:30.833178,Houston Texans,williamhill_us,1.29
2020-12-27 13:31:30.833180,Houston Texans,betmgm,1.71
2020-12-27 13:31:30.833181,Houston Texans,pointsbetus,1.54
2020-12-27 13:31:30.833182,Houston Texans,gtbets,1.53
2020-12-27 13:31:30.833184,Houston Texans,bookmaker,1.43
2020-12-27 13:31:30.833186,Indianapolis Colts,betfair,1.48
2020-12-27 13:31:30.833187,Indianapolis Colts,fanduel,1.47
2020-12-27 13:31:30.833188,Indianapolis Colts,bookmaker,1.59
2020-12-27 13:31:30.833190,Indianapolis Colts,pointsbetus,1.35
2020-12-27 13:31:30.833192,Indianapolis Colts,mybookieag,1.5
2020-12-27 13:31:30.833193,Indianapolis Colts,unibet,1.46
2020-12-27 13:31:30.833194,Indianapolis Colts,sugarhouse,1.45
2020-12-27 13:31:30.833196,Indianapolis Colts,draftkings,1.45
