time,team,site,odds
2020-12-27 13:05:19.581959,Jacksonville Jaguars,betmgm,4.0
2020-12-27 13:05:19.581960,Jacksonville Jaguars,mybookieag,4.6
2020-12-27 13:05:19.581962,Jacksonville Jaguars,bovada,4.75
2020-12-27 13:05:19.581963,Jacksonville Jaguars,pointsbetus,3.95
2020-12-27 13:05:19.581965,Jacksonville Jaguars,intertops,4.55
2020-12-27 13:05:19.581968,Atlanta Falcons,williamhill_us,5.5
2020-12-27 13:05:19.581969,Atlanta Falcons,fanduel,5.1
2020-12-27 13:05:19.581971,Atlanta Falcons,bookmaker,5.31
2020-12-27 13:05:19.581973,Atlanta Falcons,caesars,4.6
2020-12-27 13:05:19.581974,Atlanta Falcons,lowvig,5.2
2020-12-27 13:05:19.581976,Atlanta Falcons,betonlineag,5.55
2020-12-27 13:05:19.581978,Atlanta Falcons,betfair,5.7
2020-12-27 13:05:19.581979,Atlanta Falcons,unibet,4.8
2020-12-27 13:05:19.581981,Atlanta Falcons,sugarhouse,4.75
2020-12-27 13:05:19.581983,Atlanta Falcons,betrivers,5.1
2020-12-27 13:05:19.581984,Atlanta Falcons,draftkings,4.75
2020-12-27 13:05:19.581986,Atlanta Falcons,gtbets,4.52
2020-12-27 13:05:19.581988,Atlanta Falcons,betmgm,5.75
2020-12-27 13:05:19.581990,Atlanta Falcons,mybookieag,5.5
2020-12-27 13:05:19.581991,Atlanta Falcons,bovada,5.15
2020-12-27 13:05:19.581993,Atlanta Falcons,pointsbetus,5.0
2020-12-27 13:05:19.581995,Atlanta Falcons,intertops,5.1
2020-12-27 13:05:19.581996,Kansas City Chiefs,williamhill_us,1.17
2020-12-27 13:05:19.581998,Kansas City Chiefs,fanduel,1.17
2020-12-27 13:05:19.582000,Kansas City Chiefs,bookmaker,1.17
2020-12-27 13:05:19.582001,Kansas City Chiefs,caesars,1.18
2020-12-27 13:05:19.582003,Kansas City Chiefs,lowvig,1.19
2020-12-27 13:05:19.582004,Kansas City Chiefs,betonlineag,1.17
2020-12-27 13:05:19.582006,Kansas City Chiefs,betfair,1.18
2020-12-27 13:05:19.582007,Kansas City Chiefs,unibet,1.17
2020-12-27 13:05:19.582009,Kansas City Chiefs,sugarhouse,1.17
2020-12-27 13:05:19.582011,Kansas City Chiefs,betrivers,1.16
2020-12-27 13:05:19.582013,Kansas City Chiefs,draftkings,1.18
2020-12-27 13:05:19.582014,Kansas City Chiefs,gtbets,1.18
2020-12-27 13:05:19.582016,Kansas City Chiefs,betmgm,1.14
2020-12-27 13:05:19.582018,Kansas City Chiefs,mybookieag,1.16
2020-12-27 13:05:19.582019,Kansas City Chiefs,bovada,1.16
2020-12-27 13:05:19.582021,Kansas City Chiefs,pointsbetus,1.18
2020-12-27 13:05:19.582022,Kansas City Chiefs,intertops,1.18
2020-12-27 13:05:19.582025,Baltimore Ravens,betfair,1.23
2020-12-27 13:05:19.582027,Baltimore Ravens,fanduel,1.21
2020-12-27 13:05:19.582028,Baltimore Ravens,betonlineag,1.22
2020-12-27 13:05:19.582030,Baltimore Ravens,lowvig,1.22
2020-12-27 13:05:19.582032,Baltimore Ravens,unibet,1.22
2020-12-27 13:05:19.582210,Baltimore Ravens,sugarhouse,1.22
2020-12-27 13:05:19.582213,Baltimore Ravens,betrivers,1.2
2020-12-27 13:05:19.582214,Baltimore Ravens,draftkings,1.2
2020-12-27 13:05:19.582215,Baltimore Ravens,williamhill_us,1.23
2020-12-27 13:05:19.582217,Baltimore Ravens,betmgm,1.22
2020-12-27 13:05:19.582218,Baltimore Ravens,pointsbetus,1.19
2020-12-27 13:05:19.582220,Baltimore Ravens,gtbets,1.18
2020-12-27 13:05:19.582221,Baltimore Ravens,bovada,1.21
2020-12-27 13:05:19.582223,Baltimore Ravens,bookmaker,1.22
2020-12-27 13:05:19.582224,Baltimore Ravens,intertops,1.22
2020-12-27 13:05:19.582226,Baltimore Ravens,mybookieag,1.2
2020-12-27 13:05:19.582228,New York Giants,betfair,4.7
2020-12-27 13:05:19.582230,New York Giants,fanduel,4.5
2020-12-27 13:05:19.582231,New York Giants,betonlineag,4.59
2020-12-27 13:05:19.582233,New York Giants,lowvig,4.6
2020-12-27 13:05:19.582234,New York Giants,unibet,4.25
2020-12-27 13:05:19.582236,New York Giants,sugarhouse,4.2
2020-12-27 13:05:19.582238,New York Giants,betrivers,4.4
2020-12-27 13:05:19.582239,New York Giants,draftkings,4.4
2020-12-27 13:05:19.582241,New York Giants,williamhill_us,4.6
2020-12-27 13:05:19.582242,New York Giants,betmgm,4.4
2020-12-27 13:05:19.582244,New York Giants,pointsbetus,4.8
2020-12-27 13:05:19.582245,New York Giants,gtbets,4.52
2020-12-27 13:05:19.582247,New York Giants,bovada,4.35
2020-12-27 13:05:19.582248,New York Giants,bookmaker,4.51
2020-12-27 13:05:19.582249,New York Giants,intertops,4.5
2020-12-27 13:05:19.582251,New York Giants,mybookieag,4.9
2020-12-27 13:05:19.582254,Cincinnati Bengals,fanduel,3.45
2020-12-27 13:05:19.582255,Cincinnati Bengals,betfair,3.1
2020-12-27 13:05:19.582257,Cincinnati Bengals,sugarhouse,3.35
2020-12-27 13:05:19.582259,Cincinnati Bengals,draftkings,3.35
2020-12-27 13:05:19.582260,Cincinnati Bengals,betrivers,3.35
2020-12-27 13:05:19.582262,Cincinnati Bengals,unibet,3.3
2020-12-27 13:05:19.582263,Cincinnati Bengals,caesars,3.2
2020-12-27 13:05:19.582265,Cincinnati Bengals,williamhill_us,3.8
2020-12-27 13:05:19.582267,Cincinnati Bengals,betmgm,3.0
2020-12-27 13:05:19.582268,Cincinnati Bengals,pointsbetus,1.0
2020-12-27 13:05:19.582269,Cincinnati Bengals,gtbets,3.19
2020-12-27 13:05:19.582271,Cincinnati Bengals,betonlineag,3.7
2020-12-27 13:05:19.582272,Cincinnati Bengals,lowvig,3.7
2020-12-27 13:05:19.582274,Cincinnati Bengals,bovada,3.7
2020-12-27 13:05:19.582275,Cincinnati Bengals,bookmaker,3.81
2020-12-27 13:05:19.582277,Cincinnati Bengals,intertops,3.75
2020-12-27 13:05:19.582278,Cincinnati Bengals,mybookieag,3.8
2020-12-27 13:05:19.582280,Houston Texans,fanduel,1.31
2020-12-27 13:05:19.582281,Houston Texans,betfair,1.32
2020-12-27 13:05:19.582283,Houston Texans,sugarhouse,1.32
2020-12-27 13:05:19.582284,Houston Texans,draftkings,1.32
2020-12-27 13:05:19.582286,Houston Texans,betrivers,1.32
2020-12-27 13:05:19.582287,Houston Texans,unibet,1.32
2020-12-27 13:05:19.582289,Houston Texans,caesars,1.32
2020-12-27 13:05:19.582290,Houston Texans,williamhill_us,1.29
2020-12-27 13:05:19.582292,Houston Texans,betmgm,1.4
2020-12-27 13:05:19.582293,Houston Texans,pointsbetus,1.0
2020-12-27 13:05:19.582295,Houston Texans,gtbets,1.31
2020-12-27 13:05:19.582297,Houston Texans,betonlineag,1.3
2020-12-27 13:05:19.582298,Houston Texans,lowvig,1.31
2020-12-27 13:05:19.582300,Houston Texans,bovada,1.29
2020-12-27 13:05:19.582301,Houston Texans,bookmaker,1.29
2020-12-27 13:05:19.582302,Houston Texans,intertops,1.29
2020-12-27 13:05:19.582304,Houston Texans,mybookieag,1.28
2020-12-27 13:05:19.582306,Indianapolis Colts,betfair,1.76
2020-12-27 13:05:19.582308,Indianapolis Colts,fanduel,1.75
2020-12-27 13:05:19.582309,Indianapolis Colts,pointsbetus,1.0
2020-12-27 13:05:19.582311,Indianapolis Colts,intertops,1.91
2020-12-27 13:05:19.582312,Indianapolis Colts,unibet,1.72
2020-12-27 13:05:19.582314,Indianapolis Colts,sugarhouse,1.72
2020-12-27 13:05:19.582315,Indianapolis Colts,draftkings,1.68
2020-12-27 13:05:19.582317,Indianapolis Colts,bovada,1.87
2020-12-27 13:05:19.582318,Indianapolis Colts,betrivers,1.68
2020-12-27 13:05:19.582320,Indianapolis Colts,gtbets,1.7
2020-12-27 13:05:19.582321,Indianapolis Colts,williamhill_us,1.91
2020-12-27 13:05:19.582323,Indianapolis Colts,betmgm,1.74
2020-12-27 13:05:19.582324,Indianapolis Colts,caesars,1.83
2020-12-27 13:05:19.582326,Pittsburgh Steelers,betfair,2.2
2020-12-27 13:05:19.582328,Pittsburgh Steelers,fanduel,2.1
2020-12-27 13:05:19.582329,Pittsburgh Steelers,pointsbetus,1.0
2020-12-27 13:05:19.582331,Pittsburgh Steelers,intertops,1.91
2020-12-27 13:05:19.582333,Pittsburgh Steelers,unibet,2.12
2020-12-27 13:05:19.582334,Pittsburgh Steelers,sugarhouse,2.12
2020-12-27 13:05:19.582336,Pittsburgh Steelers,draftkings,2.18
2020-12-27 13:05:19.582337,Pittsburgh Steelers,bovada,1.95
2020-12-27 13:05:19.582339,Pittsburgh Steelers,betrivers,2.18
2020-12-27 13:05:19.582340,Pittsburgh Steelers,gtbets,2.08
2020-12-27 13:05:19.582342,Pittsburgh Steelers,williamhill_us,1.91
2020-12-27 13:05:19.582343,Pittsburgh Steelers,betmgm,2.1
2020-12-27 13:05:19.582344,Pittsburgh Steelers,caesars,1.91
2020-12-27 13:05:19.582347,Cleveland Browns,betfair,1.3
2020-12-27 13:05:19.582348,Cleveland Browns,fanduel,1.33
2020-12-27 13:05:19.582350,Cleveland Browns,lowvig,1.32
2020-12-27 13:05:19.582351,Cleveland Browns,betonlineag,1.32
2020-12-27 13:05:19.582353,Cleveland Browns,sugarhouse,1.32
2020-12-27 13:05:19.582354,Cleveland Browns,betrivers,1.32
2020-12-27 13:05:19.582356,Cleveland Browns,draftkings,1.32
2020-12-27 13:05:19.582357,Cleveland Browns,unibet,1.32
2020-12-27 13:05:19.582359,Cleveland Browns,bookmaker,1.32
2020-12-27 13:05:19.582360,Cleveland Browns,bovada,1.32
2020-12-27 13:05:19.582362,Cleveland Browns,mybookieag,1.31
2020-12-27 13:05:19.582363,Cleveland Browns,intertops,1.33
2020-12-27 13:05:19.582365,Cleveland Browns,gtbets,1.32
2020-12-27 13:05:19.582366,Cleveland Browns,pointsbetus,1.36
2020-12-27 13:05:19.582368,Cleveland Browns,williamhill_us,1.33
2020-12-27 13:05:19.582369,Cleveland Browns,betmgm,1.53
2020-12-27 13:05:19.582371,Cleveland Browns,caesars,1.34
2020-12-27 13:05:19.582372,New York Jets,betfair,3.5
2020-12-27 13:05:19.582374,New York Jets,fanduel,3.35
2020-12-27 13:05:19.582375,New York Jets,lowvig,3.6
2020-12-27 13:05:19.582376,New York Jets,betonlineag,3.6
2020-12-27 13:05:19.582378,New York Jets,sugarhouse,3.4
2020-12-27 13:05:19.582379,New York Jets,betrivers,3.4
2020-12-27 13:05:19.582381,New York Jets,draftkings,3.4
2020-12-27 13:05:19.582382,New York Jets,unibet,3.4
2020-12-27 13:05:19.582383,New York Jets,bookmaker,3.52
2020-12-27 13:05:19.582385,New York Jets,bovada,3.55
2020-12-27 13:05:19.582386,New York Jets,mybookieag,3.65
2020-12-27 13:05:19.582388,New York Jets,intertops,3.5
2020-12-27 13:05:19.582389,New York Jets,gtbets,3.19
2020-12-27 13:05:19.582391,New York Jets,pointsbetus,3.2
2020-12-27 13:05:19.582392,New York Jets,williamhill_us,3.5
2020-12-27 13:05:19.582393,New York Jets,betmgm,2.4
2020-12-27 13:05:19.582395,New York Jets,caesars,3.1
2020-12-27 13:05:19.582397,Denver Broncos,betonlineag,2.11
2020-12-27 13:05:19.582399,Denver Broncos,fanduel,2.12
2020-12-27 13:05:19.582400,Denver Broncos,lowvig,2.11
2020-12-27 13:05:19.582402,Denver Broncos,williamhill_us,2.15
2020-12-27 13:05:19.582403,Denver Broncos,bookmaker,2.2
2020-12-27 13:05:19.582405,Denver Broncos,betfair,2.24
2020-12-27 13:05:19.582406,Denver Broncos,betmgm,2.2
2020-12-27 13:05:19.582407,Denver Broncos,gtbets,2.15
2020-12-27 13:05:19.582409,Denver Broncos,sugarhouse,2.2
2020-12-27 13:05:19.582410,Denver Broncos,unibet,2.2
2020-12-27 13:05:19.582412,Denver Broncos,betrivers,2.2
2020-12-27 13:05:19.582413,Denver Broncos,draftkings,2.2
2020-12-27 13:05:19.582415,Denver Broncos,mybookieag,2.2
2020-12-27 13:05:19.582416,Denver Broncos,bovada,2.2
2020-12-27 13:05:19.582418,Denver Broncos,pointsbetus,2.15
2020-12-27 13:05:19.582419,Denver Broncos,intertops,2.15
2020-12-27 13:05:19.582421,Denver Broncos,caesars,2.2
2020-12-27 13:05:19.582422,Los Angeles Chargers,betonlineag,1.76
2020-12-27 13:05:19.582424,Los Angeles Chargers,fanduel,1.76
2020-12-27 13:05:19.582425,Los Angeles Chargers,lowvig,1.76
2020-12-27 13:05:19.582427,Los Angeles Chargers,williamhill_us,1.74
2020-12-27 13:05:19.582428,Los Angeles Chargers,bookmaker,1.71
2020-12-27 13:05:19.582429,Los Angeles Chargers,betfair,1.78
2020-12-27 13:05:19.582431,Los Angeles Chargers,betmgm,1.71
2020-12-27 13:05:19.582433,Los Angeles Chargers,gtbets,1.74
2020-12-27 13:05:19.582434,Los Angeles Chargers,sugarhouse,1.72
2020-12-27 13:05:19.582435,Los Angeles Chargers,unibet,1.72
2020-12-27 13:05:19.582437,Los Angeles Chargers,betrivers,1.72
2020-12-27 13:05:19.582438,Los Angeles Chargers,draftkings,1.72
2020-12-27 13:05:19.582440,Los Angeles Chargers,mybookieag,1.71
2020-12-27 13:05:19.582441,Los Angeles Chargers,bovada,1.71
2020-12-27 13:05:19.582443,Los Angeles Chargers,pointsbetus,1.74
2020-12-27 13:05:19.582444,Los Angeles Chargers,intertops,1.74
2020-12-27 13:05:19.582446,Los Angeles Chargers,caesars,1.71
2020-12-27 13:05:19.582448,Carolina Panthers,williamhill_us,1.83
2020-12-27 13:05:19.582450,Carolina Panthers,lowvig,1.83
2020-12-27 13:05:19.582451,Carolina Panthers,betonlineag,1.82
2020-12-27 13:05:19.582453,Carolina Panthers,fanduel,1.83
2020-12-27 13:05:19.582454,Carolina Panthers,caesars,1.83
2020-12-27 13:05:19.582456,Carolina Panthers,betfair,1.9
2020-12-27 13:05:19.582457,Carolina Panthers,unibet,1.89
2020-12-27 13:05:19.582459,Carolina Panthers,betrivers,1.88
2020-12-27 13:05:19.582460,Carolina Panthers,sugarhouse,1.88
2020-12-27 13:05:19.582462,Carolina Panthers,draftkings,1.88
2020-12-27 13:05:19.582463,Carolina Panthers,betmgm,1.91
2020-12-27 13:05:19.582465,Carolina Panthers,pointsbetus,1.83
2020-12-27 13:05:19.582466,Carolina Panthers,gtbets,1.83
2020-12-27 13:05:19.582467,Carolina Panthers,bovada,1.83
2020-12-27 13:05:19.582469,Carolina Panthers,bookmaker,1.8
2020-12-27 13:05:19.582470,Carolina Panthers,intertops,1.8
2020-12-27 13:05:19.582472,Carolina Panthers,mybookieag,1.83
2020-12-27 13:05:19.582474,Washington Football Team,williamhill_us,2.0
2020-12-27 13:05:19.582475,Washington Football Team,lowvig,2.01
2020-12-27 13:05:19.582476,Washington Football Team,betonlineag,2.0
2020-12-27 13:05:19.582478,Washington Football Team,fanduel,2.02
2020-12-27 13:05:19.582479,Washington Football Team,caesars,2.0
2020-12-27 13:05:19.582481,Washington Football Team,betfair,2.08
2020-12-27 13:05:19.582482,Washington Football Team,unibet,1.98
2020-12-27 13:05:19.582484,Washington Football Team,betrivers,1.97
2020-12-27 13:05:19.582485,Washington Football Team,sugarhouse,1.97
2020-12-27 13:05:19.582487,Washington Football Team,draftkings,1.97
2020-12-27 13:05:19.582488,Washington Football Team,betmgm,1.95
2020-12-27 13:05:19.582490,Washington Football Team,pointsbetus,2.0
2020-12-27 13:05:19.582491,Washington Football Team,gtbets,2.0
2020-12-27 13:05:19.582492,Washington Football Team,bovada,2.0
2020-12-27 13:05:19.582494,Washington Football Team,bookmaker,2.05
2020-12-27 13:05:19.582495,Washington Football Team,intertops,2.05
2020-12-27 13:05:19.582497,Washington Football Team,mybookieag,2.0
2020-12-27 13:05:19.582499,Los Angeles Rams,fanduel,2.02
2020-12-27 13:05:19.582500,Los Angeles Rams,williamhill_us,2.05
2020-12-27 13:05:19.582502,Los Angeles Rams,bookmaker,2.07
2020-12-27 13:05:19.582503,Los Angeles Rams,betfair,2.12
2020-12-27 13:05:19.582505,Los Angeles Rams,gtbets,2.05
2020-12-27 13:05:19.582506,Los Angeles Rams,betrivers,2.05
2020-12-27 13:05:19.582508,Los Angeles Rams,sugarhouse,2.05
2020-12-27 13:05:19.582509,Los Angeles Rams,unibet,2.05
2020-12-27 13:05:19.582511,Los Angeles Rams,draftkings,2.05
2020-12-27 13:05:19.582512,Los Angeles Rams,mybookieag,2.05
2020-12-27 13:05:19.582513,Los Angeles Rams,betmgm,2.0
2020-12-27 13:05:19.582515,Los Angeles Rams,bovada,2.0
2020-12-27 13:05:19.582516,Los Angeles Rams,pointsbetus,2.05
2020-12-27 13:05:19.582518,Los Angeles Rams,intertops,2.05
2020-12-27 13:05:19.582519,Los Angeles Rams,caesars,2.0
2020-12-27 13:05:19.582521,Seattle Seahawks,fanduel,1.83
2020-12-27 13:05:19.582522,Seattle Seahawks,williamhill_us,1.8
2020-12-27 13:05:19.582524,Seattle Seahawks,bookmaker,1.79
2020-12-27 13:05:19.582525,Seattle Seahawks,betfair,1.88
2020-12-27 13:05:19.582527,Seattle Seahawks,gtbets,1.8
2020-12-27 13:05:19.582528,Seattle Seahawks,betrivers,1.83
2020-12-27 13:05:19.582530,Seattle Seahawks,sugarhouse,1.83
2020-12-27 13:05:19.582531,Seattle Seahawks,unibet,1.83
2020-12-27 13:05:19.582532,Seattle Seahawks,draftkings,1.83
2020-12-27 13:05:19.582534,Seattle Seahawks,mybookieag,1.8
2020-12-27 13:05:19.582535,Seattle Seahawks,betmgm,1.87
2020-12-27 13:05:19.582537,Seattle Seahawks,bovada,1.83
2020-12-27 13:05:19.582538,Seattle Seahawks,pointsbetus,1.8
2020-12-27 13:05:19.582539,Seattle Seahawks,intertops,1.8
2020-12-27 13:05:19.582541,Seattle Seahawks,caesars,1.83
2020-12-27 13:05:19.582543,Dallas Cowboys,williamhill_us,2.55
2020-12-27 13:05:19.582545,Dallas Cowboys,fanduel,2.44
2020-12-27 13:05:19.582546,Dallas Cowboys,bookmaker,2.55
2020-12-27 13:05:19.582548,Dallas Cowboys,betonlineag,2.52
2020-12-27 13:05:19.582549,Dallas Cowboys,lowvig,2.53
2020-12-27 13:05:19.582550,Dallas Cowboys,betfair,2.52
2020-12-27 13:05:19.582552,Dallas Cowboys,gtbets,2.55
2020-12-27 13:05:19.582553,Dallas Cowboys,betrivers,2.4
2020-12-27 13:05:19.582555,Dallas Cowboys,draftkings,2.4
2020-12-27 13:05:19.582556,Dallas Cowboys,sugarhouse,2.4
2020-12-27 13:05:19.582558,Dallas Cowboys,unibet,2.4
2020-12-27 13:05:19.582559,Dallas Cowboys,mybookieag,2.4
2020-12-27 13:05:19.582561,Dallas Cowboys,bovada,2.55
2020-12-27 13:05:19.582562,Dallas Cowboys,betmgm,2.35
2020-12-27 13:05:19.582564,Dallas Cowboys,pointsbetus,2.5
2020-12-27 13:05:19.582565,Dallas Cowboys,intertops,2.45
2020-12-27 13:05:19.582567,Philadelphia Eagles,williamhill_us,1.57
2020-12-27 13:05:19.582568,Philadelphia Eagles,fanduel,1.58
2020-12-27 13:05:19.582571,Philadelphia Eagles,bookmaker,1.56
2020-12-27 13:05:19.582572,Philadelphia Eagles,betonlineag,1.57
2020-12-27 13:05:19.582573,Philadelphia Eagles,lowvig,1.58
2020-12-27 13:05:19.582575,Philadelphia Eagles,betfair,1.64
2020-12-27 13:05:19.582576,Philadelphia Eagles,gtbets,1.56
2020-12-27 13:05:19.582578,Philadelphia Eagles,betrivers,1.62
2020-12-27 13:05:19.582579,Philadelphia Eagles,draftkings,1.62
2020-12-27 13:05:19.582580,Philadelphia Eagles,sugarhouse,1.62
2020-12-27 13:05:19.582582,Philadelphia Eagles,unibet,1.62
2020-12-27 13:05:19.582583,Philadelphia Eagles,mybookieag,1.59
2020-12-27 13:05:19.582585,Philadelphia Eagles,bovada,1.57
2020-12-27 13:05:19.582586,Philadelphia Eagles,betmgm,1.62
2020-12-27 13:05:19.582588,Philadelphia Eagles,pointsbetus,1.56
2020-12-27 13:05:19.582589,Philadelphia Eagles,intertops,1.61
2020-12-27 13:05:19.582591,Green Bay Packers,williamhill_us,1.57
2020-12-27 13:05:19.582593,Green Bay Packers,betonlineag,1.59
2020-12-27 13:05:19.582594,Green Bay Packers,lowvig,1.59
2020-12-27 13:05:19.582596,Green Bay Packers,fanduel,1.57
2020-12-27 13:05:19.582597,Green Bay Packers,bookmaker,1.59
2020-12-27 13:05:19.582599,Green Bay Packers,betfair,1.63
2020-12-27 13:05:19.582600,Green Bay Packers,gtbets,1.56
2020-12-27 13:05:19.582601,Green Bay Packers,unibet,1.58
2020-12-27 13:05:19.582603,Green Bay Packers,sugarhouse,1.57
2020-12-27 13:05:19.582604,Green Bay Packers,betrivers,1.57
2020-12-27 13:05:19.582606,Green Bay Packers,draftkings,1.57
2020-12-27 13:05:19.582607,Green Bay Packers,mybookieag,1.61
2020-12-27 13:05:19.582609,Green Bay Packers,bovada,1.57
2020-12-27 13:05:19.582610,Green Bay Packers,betmgm,1.62
2020-12-27 13:05:19.582612,Green Bay Packers,pointsbetus,1.56
2020-12-27 13:05:19.582613,Green Bay Packers,intertops,1.57
2020-12-27 13:05:19.582615,Tennessee Titans,williamhill_us,2.55
2020-12-27 13:05:19.582616,Tennessee Titans,betonlineag,2.48
2020-12-27 13:05:19.582618,Tennessee Titans,lowvig,2.48
2020-12-27 13:05:19.582619,Tennessee Titans,fanduel,2.46
2020-12-27 13:05:19.582621,Tennessee Titans,bookmaker,2.48
2020-12-27 13:05:19.582622,Tennessee Titans,betfair,2.58
2020-12-27 13:05:19.582624,Tennessee Titans,gtbets,2.55
2020-12-27 13:05:19.582625,Tennessee Titans,unibet,2.5
2020-12-27 13:05:19.582627,Tennessee Titans,sugarhouse,2.5
2020-12-27 13:05:19.582628,Tennessee Titans,betrivers,2.5
2020-12-27 13:05:19.582630,Tennessee Titans,draftkings,2.5
2020-12-27 13:05:19.582631,Tennessee Titans,mybookieag,2.35
2020-12-27 13:05:19.582632,Tennessee Titans,bovada,2.55
2020-12-27 13:05:19.582634,Tennessee Titans,betmgm,2.35
2020-12-27 13:05:19.582635,Tennessee Titans,pointsbetus,2.5
2020-12-27 13:05:19.582637,Tennessee Titans,intertops,2.55
2020-12-27 13:05:19.582639,Buffalo Bills,williamhill_us,1.31
2020-12-27 13:05:19.582641,Buffalo Bills,bookmaker,1.31
2020-12-27 13:05:19.582642,Buffalo Bills,caesars,1.31
2020-12-27 13:05:19.582644,Buffalo Bills,betonlineag,1.32
2020-12-27 13:05:19.582645,Buffalo Bills,lowvig,1.32
2020-12-27 13:05:19.582647,Buffalo Bills,bovada,1.3
2020-12-27 13:05:19.582648,Buffalo Bills,betfair,1.33
2020-12-27 13:05:19.582650,Buffalo Bills,gtbets,1.31
2020-12-27 13:05:19.582651,Buffalo Bills,betrivers,1.33
2020-12-27 13:05:19.582653,Buffalo Bills,sugarhouse,1.33
2020-12-27 13:05:19.582654,Buffalo Bills,draftkings,1.33
2020-12-27 13:05:19.582655,Buffalo Bills,unibet,1.33
2020-12-27 13:05:19.582657,Buffalo Bills,mybookieag,1.29
2020-12-27 13:05:19.582658,Buffalo Bills,betmgm,1.29
2020-12-27 13:05:19.582660,Buffalo Bills,pointsbetus,1.31
2020-12-27 13:05:19.582661,Buffalo Bills,fanduel,1.31
2020-12-27 13:05:19.582663,Buffalo Bills,intertops,1.31
2020-12-27 13:05:19.582664,New England Patriots,williamhill_us,3.6
2020-12-27 13:05:19.582666,New England Patriots,bookmaker,3.63
2020-12-27 13:05:19.582667,New England Patriots,caesars,3.6
2020-12-27 13:05:19.582669,New England Patriots,betonlineag,3.6
2020-12-27 13:05:19.582670,New England Patriots,lowvig,3.6
2020-12-27 13:05:19.582672,New England Patriots,bovada,3.65
2020-12-27 13:05:19.582673,New England Patriots,betfair,3.9
2020-12-27 13:05:19.582674,New England Patriots,gtbets,3.6
2020-12-27 13:05:19.582676,New England Patriots,betrivers,3.55
2020-12-27 13:05:19.582677,New England Patriots,sugarhouse,3.55
2020-12-27 13:05:19.582679,New England Patriots,draftkings,3.55
2020-12-27 13:05:19.582680,New England Patriots,unibet,3.55
2020-12-27 13:05:19.582681,New England Patriots,mybookieag,3.7
2020-12-27 13:05:19.582683,New England Patriots,betmgm,3.7
2020-12-27 13:05:19.582684,New England Patriots,pointsbetus,3.5
2020-12-27 13:05:19.582685,New England Patriots,fanduel,3.6
2020-12-27 13:05:19.582687,New England Patriots,intertops,3.6
2020-12-27 13:05:26.591026,Chicago Bears,betonlineag,1.21
2020-12-27 13:05:26.591034,Chicago Bears,fanduel,1.26
2020-12-27 13:05:26.591037,Chicago Bears,lowvig,1.22
2020-12-27 13:05:26.591038,Chicago Bears,williamhill_us,1.2
2020-12-27 13:05:26.591039,Chicago Bears,bookmaker,1.22
2020-12-27 13:05:26.591041,Chicago Bears,caesars,1.26
2020-12-27 13:05:26.591042,Chicago Bears,betfair,1.24
2020-12-27 13:05:26.591044,Chicago Bears,unibet,1.2
2020-12-27 13:05:26.591045,Chicago Bears,sugarhouse,1.2
2020-12-27 13:05:26.591047,Chicago Bears,betrivers,1.2
2020-12-27 13:05:26.591048,Chicago Bears,draftkings,1.2
2020-12-27 13:05:26.591050,Chicago Bears,gtbets,1.25
2020-12-27 13:05:26.591051,Chicago Bears,betmgm,1.25
2020-12-27 13:05:26.591052,Chicago Bears,mybookieag,1.22
2020-12-27 13:05:26.591054,Chicago Bears,bovada,1.18
