time,team,site,odds
2020-12-28 21:55:37.181052,New Orleans Saints,lowvig,1.35
2020-12-28 21:55:37.181054,New Orleans Saints,williamhill_us,1.34
2020-12-28 21:55:37.181055,New Orleans Saints,fanduel,1.34
2020-12-28 21:55:37.181056,New Orleans Saints,unibet,1.33
2020-12-28 21:55:37.181057,New Orleans Saints,betrivers,1.33
2020-12-28 21:55:37.181059,New Orleans Saints,sugarhouse,1.33
2020-12-28 21:55:37.181060,New Orleans Saints,draftkings,1.33
2020-12-28 21:55:37.181061,New Orleans Saints,betmgm,1.36
2020-12-28 21:55:37.181062,New Orleans Saints,betfair,1.35
2020-12-28 21:55:37.181064,New Orleans Saints,bovada,1.36
2020-12-28 21:55:37.181065,New Orleans Saints,pointsbetus,1.34
2020-12-28 21:55:37.181066,New Orleans Saints,bookmaker,1.34
2020-12-28 21:55:37.181068,New Orleans Saints,gtbets,1.33
2020-12-28 21:55:37.181070,Denver Broncos,betonlineag,2.2
2020-12-28 21:55:37.181071,Denver Broncos,lowvig,2.2
2020-12-28 21:55:37.181073,Denver Broncos,fanduel,2.16
2020-12-28 21:55:37.181074,Denver Broncos,williamhill_us,2.2
2020-12-28 21:55:37.181075,Denver Broncos,bookmaker,2.3
2020-12-28 21:55:37.181077,Denver Broncos,pointsbetus,2.2
2020-12-28 21:55:37.181078,Denver Broncos,betrivers,2.17
2020-12-28 21:55:37.181079,Denver Broncos,unibet,2.17
2020-12-28 21:55:37.181081,Denver Broncos,sugarhouse,2.17
2020-12-28 21:55:37.181082,Denver Broncos,draftkings,2.17
2020-12-28 21:55:37.181084,Denver Broncos,betmgm,2.1
2020-12-28 21:55:37.181085,Denver Broncos,gtbets,2.2
2020-12-28 21:55:37.181087,Denver Broncos,bovada,2.25
2020-12-28 21:55:37.181088,Denver Broncos,betfair,2.2
2020-12-28 21:55:37.181090,Las Vegas Raiders,betonlineag,1.71
2020-12-28 21:55:37.181091,Las Vegas Raiders,lowvig,1.71
2020-12-28 21:55:37.181092,Las Vegas Raiders,fanduel,1.74
2020-12-28 21:55:37.181093,Las Vegas Raiders,williamhill_us,1.71
2020-12-28 21:55:37.181193,Las Vegas Raiders,bookmaker,1.67
2020-12-28 21:55:37.181195,Las Vegas Raiders,pointsbetus,1.71
2020-12-28 21:55:37.181197,Las Vegas Raiders,betrivers,1.7
2020-12-28 21:55:37.181198,Las Vegas Raiders,unibet,1.7
2020-12-28 21:55:37.181199,Las Vegas Raiders,sugarhouse,1.7
2020-12-28 21:55:37.181201,Las Vegas Raiders,draftkings,1.7
2020-12-28 21:55:37.181202,Las Vegas Raiders,betmgm,1.77
2020-12-28 21:55:37.181204,Las Vegas Raiders,gtbets,1.71
2020-12-28 21:55:37.181205,Las Vegas Raiders,bovada,1.69
2020-12-28 21:55:37.181206,Las Vegas Raiders,betfair,1.77
2020-12-28 21:55:37.181209,Chicago Bears,betfair,3.05
2020-12-28 21:55:37.181210,Chicago Bears,pointsbetus,2.95
2020-12-28 21:55:37.181212,Chicago Bears,lowvig,3.15
2020-12-28 21:55:37.181213,Chicago Bears,betonlineag,3.15
2020-12-28 21:55:37.181215,Chicago Bears,sugarhouse,3.0
2020-12-28 21:55:37.181216,Chicago Bears,draftkings,3.0
2020-12-28 21:55:37.181217,Chicago Bears,betrivers,3.0
2020-12-28 21:55:37.181218,Chicago Bears,bookmaker,2.99
2020-12-28 21:55:37.181220,Chicago Bears,unibet,3.0
2020-12-28 21:55:37.181221,Chicago Bears,gtbets,3.1
2020-12-28 21:55:37.181222,Chicago Bears,bovada,3.2
2020-12-28 21:55:37.181223,Chicago Bears,fanduel,3.2
2020-12-28 21:55:37.181225,Chicago Bears,williamhill_us,3.05
2020-12-28 21:55:37.181226,Chicago Bears,betmgm,2.9
2020-12-28 21:55:37.181228,Green Bay Packers,betfair,1.42
2020-12-28 21:55:37.181229,Green Bay Packers,pointsbetus,1.41
2020-12-28 21:55:37.181230,Green Bay Packers,lowvig,1.39
2020-12-28 21:55:37.181231,Green Bay Packers,betonlineag,1.39
2020-12-28 21:55:37.181233,Green Bay Packers,sugarhouse,1.41
2020-12-28 21:55:37.181234,Green Bay Packers,draftkings,1.41
2020-12-28 21:55:37.181235,Green Bay Packers,betrivers,1.41
2020-12-28 21:55:37.181237,Green Bay Packers,bookmaker,1.42
2020-12-28 21:55:37.181238,Green Bay Packers,unibet,1.41
2020-12-28 21:55:37.181239,Green Bay Packers,gtbets,1.4
2020-12-28 21:55:37.181240,Green Bay Packers,bovada,1.37
2020-12-28 21:55:37.181242,Green Bay Packers,fanduel,1.37
2020-12-28 21:55:37.181243,Green Bay Packers,williamhill_us,1.41
2020-12-28 21:55:37.181244,Green Bay Packers,betmgm,1.44
2020-12-28 21:55:37.181246,Arizona Cardinals,betfair,1.79
2020-12-28 21:55:37.181247,Arizona Cardinals,fanduel,1.98
2020-12-28 21:55:37.181249,Arizona Cardinals,sugarhouse,2.0
2020-12-28 21:55:37.181250,Arizona Cardinals,betrivers,2.0
2020-12-28 21:55:37.181251,Arizona Cardinals,unibet,2.0
2020-12-28 21:55:37.181253,Arizona Cardinals,draftkings,2.0
2020-12-28 21:55:37.181254,Los Angeles Rams,betfair,1.94
2020-12-28 21:55:37.181255,Los Angeles Rams,fanduel,1.86
2020-12-28 21:55:37.181256,Los Angeles Rams,sugarhouse,1.83
2020-12-28 21:55:37.181258,Los Angeles Rams,betrivers,1.83
2020-12-28 21:55:37.181259,Los Angeles Rams,unibet,1.83
2020-12-28 21:55:37.181260,Los Angeles Rams,draftkings,1.83
2020-12-28 21:55:37.181262,Philadelphia Eagles,unibet,2.02
2020-12-28 21:55:37.181263,Philadelphia Eagles,lowvig,2.1
2020-12-28 21:55:37.181265,Philadelphia Eagles,betonlineag,2.1
2020-12-28 21:55:37.181266,Philadelphia Eagles,williamhill_us,2.1
2020-12-28 21:55:37.181267,Philadelphia Eagles,sugarhouse,2.02
2020-12-28 21:55:37.181269,Philadelphia Eagles,betrivers,2.02
2020-12-28 21:55:37.181270,Philadelphia Eagles,draftkings,2.02
2020-12-28 21:55:37.181271,Philadelphia Eagles,betfair,2.12
2020-12-28 21:55:37.181273,Philadelphia Eagles,gtbets,2.1
2020-12-28 21:55:37.181274,Philadelphia Eagles,fanduel,2.0
2020-12-28 21:55:37.181275,Philadelphia Eagles,betmgm,2.0
2020-12-28 21:55:37.181277,Philadelphia Eagles,bookmaker,2.1
2020-12-28 21:55:37.181278,Philadelphia Eagles,bovada,2.1
2020-12-28 21:55:37.181279,Washington Football Team,unibet,1.8
2020-12-28 21:55:37.181281,Washington Football Team,lowvig,1.77
2020-12-28 21:55:37.181282,Washington Football Team,betonlineag,1.76
2020-12-28 21:55:37.181283,Washington Football Team,williamhill_us,1.77
2020-12-28 21:55:37.181284,Washington Football Team,sugarhouse,1.8
2020-12-28 21:55:37.181286,Washington Football Team,betrivers,1.8
2020-12-28 21:55:37.181287,Washington Football Team,draftkings,1.8
2020-12-28 21:55:37.181288,Washington Football Team,betfair,1.83
2020-12-28 21:55:37.181290,Washington Football Team,gtbets,1.77
2020-12-28 21:55:37.181291,Washington Football Team,fanduel,1.85
2020-12-28 21:55:37.181292,Washington Football Team,betmgm,1.87
2020-12-28 21:55:37.181293,Washington Football Team,bookmaker,1.77
2020-12-28 21:55:37.181295,Washington Football Team,bovada,1.77
2020-12-28 21:56:38.135288,Buffalo Bills,williamhill_us,1.29
2020-12-28 21:56:38.135296,Buffalo Bills,caesars,1.03
2020-12-28 21:56:38.135297,Buffalo Bills,bovada,2.65
2020-12-28 21:56:38.135298,Buffalo Bills,betfair,1.04
2020-12-28 21:56:38.135300,Buffalo Bills,gtbets,1.07
2020-12-28 21:56:38.135301,Buffalo Bills,mybookieag,1.01
2020-12-28 21:56:38.135302,Buffalo Bills,betmgm,1.02
2020-12-28 21:56:38.135303,Buffalo Bills,fanduel,1.02
2020-12-28 21:56:38.135305,New England Patriots,williamhill_us,3.8
2020-12-28 21:56:38.135306,New England Patriots,caesars,15.75
2020-12-28 21:56:38.135307,New England Patriots,bovada,1.45
2020-12-28 21:56:38.135308,New England Patriots,betfair,15.0
2020-12-28 21:56:38.135309,New England Patriots,gtbets,7.34
2020-12-28 21:56:38.135310,New England Patriots,mybookieag,9.0
2020-12-28 21:56:38.135311,New England Patriots,betmgm,14.0
2020-12-28 21:56:38.135312,New England Patriots,fanduel,17.0
2020-12-28 21:56:38.135315,Dallas Cowboys,lowvig,1.64
2020-12-28 21:56:38.135316,Dallas Cowboys,betonlineag,1.63
2020-12-28 21:56:38.135317,Dallas Cowboys,williamhill_us,1.67
2020-12-28 21:56:38.135318,Dallas Cowboys,fanduel,1.64
2020-12-28 21:56:38.135319,Dallas Cowboys,sugarhouse,1.68
2020-12-28 21:56:38.135321,Dallas Cowboys,unibet,1.68
2020-12-28 21:56:38.135322,Dallas Cowboys,betrivers,1.68
2020-12-28 21:56:38.135323,Dallas Cowboys,draftkings,1.68
2020-12-28 21:56:38.135324,Dallas Cowboys,pointsbetus,1.67
2020-12-28 21:56:38.135325,Dallas Cowboys,bookmaker,1.67
2020-12-28 21:56:38.135327,Dallas Cowboys,bovada,1.65
2020-12-28 21:56:38.135328,Dallas Cowboys,betmgm,1.67
2020-12-28 21:56:38.135329,Dallas Cowboys,gtbets,1.67
2020-12-28 21:56:38.135330,Dallas Cowboys,betfair,1.66
2020-12-28 21:56:38.135331,Dallas Cowboys,caesars,1.67
2020-12-28 21:56:38.135332,New York Giants,lowvig,2.37
2020-12-28 21:56:38.135334,New York Giants,betonlineag,2.37
2020-12-28 21:56:38.135335,New York Giants,williamhill_us,2.3
2020-12-28 21:56:38.135336,New York Giants,fanduel,2.32
2020-12-28 21:56:38.135337,New York Giants,sugarhouse,2.23
2020-12-28 21:56:38.135338,New York Giants,unibet,2.23
2020-12-28 21:56:38.135339,New York Giants,betrivers,2.23
2020-12-28 21:56:38.135341,New York Giants,draftkings,2.23
2020-12-28 21:56:38.135342,New York Giants,pointsbetus,2.3
2020-12-28 21:56:38.135343,New York Giants,bookmaker,2.28
2020-12-28 21:56:38.135344,New York Giants,bovada,2.35
2020-12-28 21:56:38.135345,New York Giants,betmgm,2.25
2020-12-28 21:56:38.135346,New York Giants,gtbets,2.3
2020-12-28 21:56:38.135347,New York Giants,betfair,2.38
2020-12-28 21:56:38.135348,New York Giants,caesars,2.3
2020-12-28 21:56:38.135350,Cleveland Browns,williamhill_us,1.3
2020-12-28 21:56:38.135352,Cleveland Browns,unibet,1.3
2020-12-28 21:56:38.135353,Cleveland Browns,betrivers,1.3
2020-12-28 21:56:38.135354,Cleveland Browns,sugarhouse,1.3
2020-12-28 21:56:38.135355,Cleveland Browns,draftkings,1.3
2020-12-28 21:56:38.135356,Cleveland Browns,betmgm,1.33
2020-12-28 21:56:38.135357,Cleveland Browns,betfair,1.28
2020-12-28 21:56:38.135358,Cleveland Browns,bovada,1.29
2020-12-28 21:56:38.135360,Cleveland Browns,pointsbetus,1.29
2020-12-28 21:56:38.135361,Cleveland Browns,fanduel,1.34
2020-12-28 21:56:38.135362,Cleveland Browns,gtbets,1.29
2020-12-28 21:56:38.135363,Pittsburgh Steelers,williamhill_us,3.75
2020-12-28 21:56:38.135364,Pittsburgh Steelers,unibet,3.55
2020-12-28 21:56:38.135366,Pittsburgh Steelers,betrivers,3.55
2020-12-28 21:56:38.135367,Pittsburgh Steelers,sugarhouse,3.55
2020-12-28 21:56:38.135368,Pittsburgh Steelers,draftkings,3.55
2020-12-28 21:56:38.135369,Pittsburgh Steelers,betmgm,3.5
2020-12-28 21:56:38.135370,Pittsburgh Steelers,betfair,3.8
2020-12-28 21:56:38.135371,Pittsburgh Steelers,bovada,3.75
2020-12-28 21:56:38.135372,Pittsburgh Steelers,pointsbetus,3.65
2020-12-28 21:56:38.135373,Pittsburgh Steelers,fanduel,3.35
2020-12-28 21:56:38.135375,Pittsburgh Steelers,gtbets,3.7
2020-12-28 21:56:38.135376,Baltimore Ravens,betonlineag,1.14
2020-12-28 21:56:38.135378,Baltimore Ravens,lowvig,1.14
2020-12-28 21:56:38.135379,Baltimore Ravens,williamhill_us,1.13
2020-12-28 21:56:38.135380,Baltimore Ravens,fanduel,1.17
2020-12-28 21:56:38.135381,Baltimore Ravens,bookmaker,1.14
2020-12-28 21:56:38.135383,Baltimore Ravens,pointsbetus,1.14
2020-12-28 21:56:38.135384,Baltimore Ravens,bovada,1.12
2020-12-28 21:56:38.135385,Baltimore Ravens,sugarhouse,1.14
2020-12-28 21:56:38.135387,Baltimore Ravens,betrivers,1.14
2020-12-28 21:56:38.135388,Baltimore Ravens,unibet,1.14
2020-12-28 21:56:38.135389,Baltimore Ravens,draftkings,1.14
2020-12-28 21:56:38.135390,Baltimore Ravens,betmgm,1.14
2020-12-28 21:56:38.135391,Baltimore Ravens,gtbets,1.14
2020-12-28 21:56:38.135392,Baltimore Ravens,betfair,1.17
2020-12-28 21:56:38.135393,Baltimore Ravens,caesars,1.14
2020-12-28 21:56:38.135395,Cincinnati Bengals,betonlineag,6.2
2020-12-28 21:56:38.135396,Cincinnati Bengals,lowvig,6.2
2020-12-28 21:56:38.135397,Cincinnati Bengals,williamhill_us,6.25
2020-12-28 21:56:38.135398,Cincinnati Bengals,fanduel,5.5
2020-12-28 21:56:38.135399,Cincinnati Bengals,bookmaker,6.06
2020-12-28 21:56:38.135400,Cincinnati Bengals,pointsbetus,6.0
2020-12-28 21:56:38.135402,Cincinnati Bengals,bovada,6.0
2020-12-28 21:56:38.135403,Cincinnati Bengals,sugarhouse,5.75
2020-12-28 21:56:38.135404,Cincinnati Bengals,betrivers,5.75
2020-12-28 21:56:38.135405,Cincinnati Bengals,unibet,5.75
2020-12-28 21:56:38.135407,Cincinnati Bengals,draftkings,5.75
2020-12-28 21:56:38.135408,Cincinnati Bengals,betmgm,6.25
2020-12-28 21:56:38.135409,Cincinnati Bengals,gtbets,6.4
2020-12-28 21:56:38.135410,Cincinnati Bengals,betfair,6.2
2020-12-28 21:56:38.135411,Cincinnati Bengals,caesars,6.0
2020-12-28 21:56:38.135413,Atlanta Falcons,betonlineag,3.4
2020-12-28 21:56:38.135414,Atlanta Falcons,williamhill_us,3.4
2020-12-28 21:56:38.135415,Atlanta Falcons,lowvig,3.4
2020-12-28 21:56:38.135416,Atlanta Falcons,fanduel,3.35
2020-12-28 21:56:38.135417,Atlanta Falcons,unibet,3.6
2020-12-28 21:56:38.135418,Atlanta Falcons,betrivers,3.6
2020-12-28 21:56:38.135420,Atlanta Falcons,sugarhouse,3.6
2020-12-28 21:56:38.135421,Atlanta Falcons,draftkings,3.6
2020-12-28 21:56:38.135422,Atlanta Falcons,betmgm,3.25
2020-12-28 21:56:38.135424,Atlanta Falcons,bovada,3.3
2020-12-28 21:56:38.135425,Atlanta Falcons,betfair,3.45
2020-12-28 21:56:38.135426,Atlanta Falcons,pointsbetus,3.3
2020-12-28 21:56:38.135427,Atlanta Falcons,bookmaker,3.37
2020-12-28 21:56:38.135429,Atlanta Falcons,gtbets,3.45
2020-12-28 21:56:38.135430,Atlanta Falcons,caesars,3.3
2020-12-28 21:56:38.135431,Tampa Bay Buccaneers,betonlineag,1.35
2020-12-28 21:56:38.135432,Tampa Bay Buccaneers,williamhill_us,1.36
2020-12-28 21:56:38.135434,Tampa Bay Buccaneers,lowvig,1.35
2020-12-28 21:56:38.135435,Tampa Bay Buccaneers,fanduel,1.34
2020-12-28 21:56:38.135436,Tampa Bay Buccaneers,unibet,1.32
2020-12-28 21:56:38.135437,Tampa Bay Buccaneers,betrivers,1.32
2020-12-28 21:56:38.135438,Tampa Bay Buccaneers,sugarhouse,1.32
2020-12-28 21:56:38.135439,Tampa Bay Buccaneers,draftkings,1.32
2020-12-28 21:56:38.135441,Tampa Bay Buccaneers,betmgm,1.36
2020-12-28 21:56:38.135442,Tampa Bay Buccaneers,bovada,1.36
2020-12-28 21:56:38.135443,Tampa Bay Buccaneers,betfair,1.36
2020-12-28 21:56:38.135444,Tampa Bay Buccaneers,pointsbetus,1.34
2020-12-28 21:56:38.135445,Tampa Bay Buccaneers,bookmaker,1.34
2020-12-28 21:56:38.135446,Tampa Bay Buccaneers,gtbets,1.34
2020-12-28 21:56:38.135448,Tampa Bay Buccaneers,caesars,1.37
2020-12-28 21:56:38.135450,Houston Texans,lowvig,3.9
2020-12-28 21:56:38.135451,Houston Texans,williamhill_us,3.95
2020-12-28 21:56:38.135452,Houston Texans,fanduel,3.85
2020-12-28 21:56:38.135453,Houston Texans,betonlineag,3.9
2020-12-28 21:56:38.135454,Houston Texans,sugarhouse,3.8
2020-12-28 21:56:38.135455,Houston Texans,draftkings,3.8
2020-12-28 21:56:38.135457,Houston Texans,unibet,3.8
2020-12-28 21:56:38.135458,Houston Texans,betrivers,3.8
2020-12-28 21:56:38.135459,Houston Texans,gtbets,3.8
2020-12-28 21:56:38.135460,Houston Texans,bovada,3.8
2020-12-28 21:56:38.135461,Houston Texans,betfair,4.0
2020-12-28 21:56:38.135462,Houston Texans,pointsbetus,3.85
2020-12-28 21:56:38.135464,Houston Texans,betmgm,3.9
2020-12-28 21:56:38.135465,Tennessee Titans,lowvig,1.28
2020-12-28 21:56:38.135466,Tennessee Titans,williamhill_us,1.28
2020-12-28 21:56:38.135467,Tennessee Titans,fanduel,1.28
2020-12-28 21:56:38.135468,Tennessee Titans,betonlineag,1.27
2020-12-28 21:56:38.135469,Tennessee Titans,sugarhouse,1.27
2020-12-28 21:56:38.135471,Tennessee Titans,draftkings,1.27
2020-12-28 21:56:38.135472,Tennessee Titans,unibet,1.27
2020-12-28 21:56:38.135473,Tennessee Titans,betrivers,1.27
2020-12-28 21:56:38.135474,Tennessee Titans,gtbets,1.28
2020-12-28 21:56:38.135475,Tennessee Titans,bovada,1.28
2020-12-28 21:56:38.135476,Tennessee Titans,betfair,1.29
2020-12-28 21:56:38.135477,Tennessee Titans,pointsbetus,1.27
2020-12-28 21:56:38.135478,Tennessee Titans,betmgm,1.29
2020-12-28 21:56:38.135480,Indianapolis Colts,williamhill_us,1.09
2020-12-28 21:56:38.135481,Indianapolis Colts,lowvig,1.1
2020-12-28 21:56:38.135482,Indianapolis Colts,betonlineag,1.1
2020-12-28 21:56:38.135483,Indianapolis Colts,fanduel,1.11
2020-12-28 21:56:38.135485,Indianapolis Colts,sugarhouse,1.1
2020-12-28 21:56:38.135486,Indianapolis Colts,unibet,1.1
2020-12-28 21:56:38.135487,Indianapolis Colts,betrivers,1.1
2020-12-28 21:56:38.135488,Indianapolis Colts,draftkings,1.1
2020-12-28 21:56:38.135489,Indianapolis Colts,pointsbetus,1.1
2020-12-28 21:56:38.135490,Indianapolis Colts,bookmaker,1.09
2020-12-28 21:56:38.135492,Indianapolis Colts,bovada,1.08
2020-12-28 21:56:38.135493,Indianapolis Colts,betmgm,1.09
2020-12-28 21:56:38.135494,Indianapolis Colts,gtbets,1.1
2020-12-28 21:56:38.135495,Indianapolis Colts,betfair,1.12
2020-12-28 21:56:38.135496,Jacksonville Jaguars,williamhill_us,8.0
2020-12-28 21:56:38.135498,Jacksonville Jaguars,lowvig,7.6
2020-12-28 21:56:38.135499,Jacksonville Jaguars,betonlineag,7.6
2020-12-28 21:56:38.135500,Jacksonville Jaguars,fanduel,7.1
2020-12-28 21:56:38.135501,Jacksonville Jaguars,sugarhouse,7.5
2020-12-28 21:56:38.135502,Jacksonville Jaguars,unibet,7.5
2020-12-28 21:56:38.135503,Jacksonville Jaguars,betrivers,7.5
2020-12-28 21:56:38.135504,Jacksonville Jaguars,draftkings,7.5
2020-12-28 21:56:38.135505,Jacksonville Jaguars,pointsbetus,7.8
2020-12-28 21:56:38.135506,Jacksonville Jaguars,bookmaker,8.11
2020-12-28 21:56:38.135508,Jacksonville Jaguars,bovada,8.0
2020-12-28 21:56:38.135509,Jacksonville Jaguars,betmgm,8.25
2020-12-28 21:56:38.135510,Jacksonville Jaguars,gtbets,8.3
2020-12-28 21:56:38.135511,Jacksonville Jaguars,betfair,8.2
2020-12-28 21:56:38.135513,San Francisco 49ers,betonlineag,2.9
2020-12-28 21:56:38.135514,San Francisco 49ers,lowvig,2.9
2020-12-28 21:56:38.135515,San Francisco 49ers,fanduel,2.72
2020-12-28 21:56:38.135516,San Francisco 49ers,unibet,2.75
2020-12-28 21:56:38.135517,San Francisco 49ers,sugarhouse,2.75
2020-12-28 21:56:38.135518,San Francisco 49ers,betrivers,2.75
2020-12-28 21:56:38.135519,San Francisco 49ers,draftkings,2.75
2020-12-28 21:56:38.135521,San Francisco 49ers,betmgm,2.65
2020-12-28 21:56:38.135522,San Francisco 49ers,betfair,3.0
2020-12-28 21:56:38.135523,San Francisco 49ers,bookmaker,2.84
2020-12-28 21:56:38.135524,San Francisco 49ers,pointsbetus,2.8
2020-12-28 21:56:38.135525,San Francisco 49ers,gtbets,2.95
2020-12-28 21:56:38.135526,San Francisco 49ers,williamhill_us,2.9
2020-12-28 21:56:38.135527,San Francisco 49ers,bovada,2.85
2020-12-28 21:56:38.135529,Seattle Seahawks,betonlineag,1.45
2020-12-28 21:56:38.135530,Seattle Seahawks,lowvig,1.46
2020-12-28 21:56:38.135531,Seattle Seahawks,fanduel,1.49
2020-12-28 21:56:38.135532,Seattle Seahawks,unibet,1.47
2020-12-28 21:56:38.135533,Seattle Seahawks,sugarhouse,1.47
2020-12-28 21:56:38.135534,Seattle Seahawks,betrivers,1.47
2020-12-28 21:56:38.135536,Seattle Seahawks,draftkings,1.47
2020-12-28 21:56:38.135537,Seattle Seahawks,betmgm,1.5
2020-12-28 21:56:38.135538,Seattle Seahawks,betfair,1.45
2020-12-28 21:56:38.135539,Seattle Seahawks,bookmaker,1.45
2020-12-28 21:56:38.135540,Seattle Seahawks,pointsbetus,1.44
2020-12-28 21:56:38.135541,Seattle Seahawks,gtbets,1.44
2020-12-28 21:56:38.135542,Seattle Seahawks,williamhill_us,1.45
2020-12-28 21:56:38.135543,Seattle Seahawks,bovada,1.44
2020-12-28 21:56:38.135545,Carolina Panthers,betonlineag,3.4
2020-12-28 21:56:38.135546,Carolina Panthers,lowvig,3.4
2020-12-28 21:56:38.135547,Carolina Panthers,williamhill_us,3.45
2020-12-28 21:56:38.135548,Carolina Panthers,fanduel,3.4
2020-12-28 21:56:38.135550,Carolina Panthers,unibet,3.4
2020-12-28 21:56:38.135551,Carolina Panthers,betrivers,3.4
2020-12-28 21:56:38.135552,Carolina Panthers,sugarhouse,3.4
2020-12-28 21:56:38.135553,Carolina Panthers,draftkings,3.4
2020-12-28 21:56:38.135555,Carolina Panthers,betmgm,3.25
2020-12-28 21:56:38.135556,Carolina Panthers,betfair,3.45
2020-12-28 21:56:38.135557,Carolina Panthers,bovada,3.3
2020-12-28 21:56:38.135558,Carolina Panthers,pointsbetus,3.3
2020-12-28 21:56:38.135560,Carolina Panthers,bookmaker,3.37
2020-12-28 21:56:38.135561,Carolina Panthers,gtbets,3.5
2020-12-28 21:56:38.135562,New Orleans Saints,betonlineag,1.35
2020-12-28 21:56:38.135563,New Orleans Saints,lowvig,1.35
2020-12-28 21:56:38.135564,New Orleans Saints,williamhill_us,1.34
2020-12-28 21:56:38.135565,New Orleans Saints,fanduel,1.34
2020-12-28 21:56:38.135567,New Orleans Saints,unibet,1.33
2020-12-28 21:56:38.135568,New Orleans Saints,betrivers,1.33
2020-12-28 21:56:38.135569,New Orleans Saints,sugarhouse,1.33
2020-12-28 21:56:38.135570,New Orleans Saints,draftkings,1.33
2020-12-28 21:56:38.135571,New Orleans Saints,betmgm,1.36
2020-12-28 21:56:38.135572,New Orleans Saints,betfair,1.35
2020-12-28 21:56:38.135574,New Orleans Saints,bovada,1.36
2020-12-28 21:56:38.135575,New Orleans Saints,pointsbetus,1.34
2020-12-28 21:56:38.135576,New Orleans Saints,bookmaker,1.34
2020-12-28 21:56:38.135577,New Orleans Saints,gtbets,1.33
2020-12-28 21:56:38.135579,Denver Broncos,betonlineag,2.2
2020-12-28 21:56:38.135580,Denver Broncos,lowvig,2.2
2020-12-28 21:56:38.135581,Denver Broncos,fanduel,2.16
2020-12-28 21:56:38.135582,Denver Broncos,williamhill_us,2.2
2020-12-28 21:56:38.135584,Denver Broncos,bookmaker,2.3
2020-12-28 21:56:38.135585,Denver Broncos,pointsbetus,2.2
2020-12-28 21:56:38.135586,Denver Broncos,betrivers,2.17
2020-12-28 21:56:38.135587,Denver Broncos,unibet,2.17
2020-12-28 21:56:38.135588,Denver Broncos,sugarhouse,2.17
2020-12-28 21:56:38.135589,Denver Broncos,draftkings,2.17
2020-12-28 21:56:38.135591,Denver Broncos,betmgm,2.1
2020-12-28 21:56:38.135592,Denver Broncos,gtbets,2.2
2020-12-28 21:56:38.135593,Denver Broncos,bovada,2.25
2020-12-28 21:56:38.135594,Denver Broncos,betfair,2.2
2020-12-28 21:56:38.135595,Las Vegas Raiders,betonlineag,1.71
2020-12-28 21:56:38.135596,Las Vegas Raiders,lowvig,1.71
2020-12-28 21:56:38.135598,Las Vegas Raiders,fanduel,1.74
2020-12-28 21:56:38.135599,Las Vegas Raiders,williamhill_us,1.71
2020-12-28 21:56:38.135671,Las Vegas Raiders,bookmaker,1.67
2020-12-28 21:56:38.135673,Las Vegas Raiders,pointsbetus,1.71
2020-12-28 21:56:38.135674,Las Vegas Raiders,betrivers,1.7
2020-12-28 21:56:38.135675,Las Vegas Raiders,unibet,1.7
2020-12-28 21:56:38.135676,Las Vegas Raiders,sugarhouse,1.7
2020-12-28 21:56:38.135678,Las Vegas Raiders,draftkings,1.7
2020-12-28 21:56:38.135679,Las Vegas Raiders,betmgm,1.77
2020-12-28 21:56:38.135680,Las Vegas Raiders,gtbets,1.71
2020-12-28 21:56:38.135681,Las Vegas Raiders,bovada,1.69
2020-12-28 21:56:38.135682,Las Vegas Raiders,betfair,1.77
2020-12-28 21:56:38.135684,Chicago Bears,betfair,3.05
2020-12-28 21:56:38.135685,Chicago Bears,pointsbetus,2.95
2020-12-28 21:56:38.135686,Chicago Bears,lowvig,3.15
2020-12-28 21:56:38.135687,Chicago Bears,betonlineag,3.15
2020-12-28 21:56:38.135689,Chicago Bears,sugarhouse,3.0
2020-12-28 21:56:38.135690,Chicago Bears,draftkings,3.0
2020-12-28 21:56:38.135691,Chicago Bears,betrivers,3.0
2020-12-28 21:56:38.135692,Chicago Bears,bookmaker,2.99
2020-12-28 21:56:38.135693,Chicago Bears,unibet,3.0
2020-12-28 21:56:38.135694,Chicago Bears,gtbets,3.1
2020-12-28 21:56:38.135695,Chicago Bears,bovada,3.2
2020-12-28 21:56:38.135696,Chicago Bears,fanduel,3.2
2020-12-28 21:56:38.135698,Chicago Bears,williamhill_us,3.05
2020-12-28 21:56:38.135699,Chicago Bears,betmgm,2.9
2020-12-28 21:56:38.135700,Green Bay Packers,betfair,1.42
2020-12-28 21:56:38.135701,Green Bay Packers,pointsbetus,1.41
2020-12-28 21:56:38.135702,Green Bay Packers,lowvig,1.39
2020-12-28 21:56:38.135703,Green Bay Packers,betonlineag,1.39
2020-12-28 21:56:38.135704,Green Bay Packers,sugarhouse,1.41
2020-12-28 21:56:38.135705,Green Bay Packers,draftkings,1.41
2020-12-28 21:56:38.135707,Green Bay Packers,betrivers,1.41
2020-12-28 21:56:38.135708,Green Bay Packers,bookmaker,1.42
2020-12-28 21:56:38.135709,Green Bay Packers,unibet,1.41
2020-12-28 21:56:38.135710,Green Bay Packers,gtbets,1.4
2020-12-28 21:56:38.135711,Green Bay Packers,bovada,1.37
2020-12-28 21:56:38.135712,Green Bay Packers,fanduel,1.37
2020-12-28 21:56:38.135713,Green Bay Packers,williamhill_us,1.41
2020-12-28 21:56:38.135714,Green Bay Packers,betmgm,1.44
2020-12-28 21:56:38.135716,Arizona Cardinals,betfair,1.79
